KEGG	STEROID HORMONE BIOSYNTHESIS	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_STEROID_HORMONE_BIOSYNTHESIS.html	CYP3A4,CYP3A5,CYP3A7,CYP11B1,CYP11B2,SULT2B1,AKR1C3,CYP3A43,AKR1C2,AKR1C4,CYP7A1,SRD5A3,SRD5A1,SULT1E1,SRD5A2,AKR1C1,STS,CYP11A1,CYP1A1,UGT1A1,UGT1A10,UGT2B17,HSD11B1,UGT2B11,HSD11B2,UGT2B10,UGT2B15,AKR1D1,HSD3B2,HSD3B1,CYP1B1,HSD17B2,HSD17B1,HSD17B12,COMT,UGT1A7,UGT1A6,UGT1A9,UGT1A8,UGT1A3,UGT1A5,UGT1A4,HSD17B6,UGT2A1,HSD17B3,UGT2A3,UGT2B28,HSD17B7,CYP19A1,HSD17B8,CYP21A2,CYP7B1,CYP17A1,UGT2B4,UGT2B7
KEGG	OXIDATIVE PHOSPHORYLATION	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_OXIDATIVE_PHOSPHORYLATION.html	LOC642502,ATP6AP1,NDUFAB1,COX5A,COX5B,LOC100133737,UQCR10,UQCR11,ATP8,ATP6,LOC727947,COX6C,LOC644310,ATP5C1,ATP6V1G3,COX7B,COX7C,ATP6V1B2,ATP12A,ATP6V1B1,ATP6V0B,ATP6V0C,COX6B1,COX6B2,ATP5J2,COX8C,NDUFA4L2,COX8A,LHPP,LOC390424,PPA2,PPA1,UQCRHL,NDUFV3,ATP6V0E2,COX3,COX2,NDUFV1,COX1,NDUFV2,COX6A2,COX6A1,ATP5D,UQCRC2,ATP5E,COX11,ATP6V0E1,UQCRC1,COX10,ATP5B,CYC1,UQCRFS1,UQCRQ,NDUFS7,NDUFS6,NDUFS5,NDUFS4,NDUFS8,ATP5L,ATP5O,NDUFS3,ATP5I,ATP6V0D1,NDUFS2,ATP6V0D2,ATP5H,COX17,NDUFS1,COX15,ATP5J,ND1,NDUFB10,ND4,ATP4A,ATP4B,ND5,ND2,ND3,NDUFC2,COX4I2,ATP6V1H,COX4I1,NDUFC1,NDUFA10,ATP6V1D,NDUFA11,ATP6V1F,ATP6V1C1,ATP6V1C2,ATP6V1A,UQCRH,UQCRB,NDUFB3,NDUFB4,NDUFB5,NDUFB6,NDUFB7,NDUFB8,NDUFB9,COX7B2,CYTB,ATP5G2,ATP6V1G2,ATP5G1,COX7A2L,ATP6V1G1,ATP5G3,NDUFB1,NDUFB2,ND6,TCIRG1,NDUFA4,NDUFA5,NDUFA2,NDUFA3,COX7A2,NDUFA8,COX7A1,NDUFA9,NDUFA6,NDUFA7,ATP5F1,NDUFA1,SDHA,SDHB,ND4L,LOC100130247,ATP6V1E1,SDHC,ATP6V1E2,SDHD,ATP6V0A1,ATP5A1,ATP6V0A4,ATP6V0A2
KEGG	PURINE METABOLISM	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_PURINE_METABOLISM.html	ADCY3,ADCY4,FHIT,ADCY1,GDA,GMPR2,ADCY2,ADCY7,ADCY8,ADCY5,ADCY6,PDE3B,PNP,PRIM1,NT5C3,PDE4A,PDE4B,NT5C2,PRIM2,NUDT2,NUDT5,POLE,PDE4D,PDE4C,POLR2J2,NME7,POLR2J3,NME6,NME4,NME5,NME2,NME3,NME1,PDE5A,ADSL,PRPS2,PRPS1,XDH,ADSS,ENPP1,ENPP3,NT5C1A,NT5C1B,PNPT1,ZNRD1,RRM2B,PPAT,ADA,PDE6A,PDE6B,POLE4,PDE6C,PDE6D,POLE2,POLE3,ENTPD8,ENTPD5,ENTPD6,ENTPD3,PRPS1L1,ENTPD4,ENTPD1,ENTPD2,ALLC,GUCY2F,C17ORF48,ADSSL1,AK1,AK2,AK5,GUCY2C,AK7,PDE6H,PDE6G,GART,GUCY2D,POLD3,POLD4,PDE7B,PDE7A,POLD1,POLD2,GUK1,PDE11A,CANT1,NT5M,GUCY1A2,GUCY1A3,PDE8B,PDE8A,ADCY10,NT5E,IMPDH1,IMPDH2,NT5C,POLR1E,POLR1D,POLR1A,PDE10A,POLR1C,POLR1B,DGUOK,GMPR,GMPS,PRUNE,RRM2,ADK,PKM2,RRM1,PKLR,GUCY1B3,PDE9A,PRHOXNB,POLR2H,POLR2G,POLR2F,POLR2E,POLR2L,POLR2K,POLR2J,POLR2I,POLA1,DCK,POLA2,HPRT1,POLR2D,AK3L1,POLR2C,PFAS,POLR2B,POLR2A,PDE1B,ATIC,PDE1C,NUDT9,PDE1A,PAPSS1,PAPSS2,POLR3G,POLR3F,POLR3H,POLR3K,NPR1,NPR2,POLR3GL,PDE3A,POLR3A,POLR3C,AMPD2,POLR3B,AMPD3,APRT,POLR3D,AMPD1,ITPA,NME1-NME2,PDE2A,ADCY9,PAICS
KEGG	PYRIMIDINE METABOLISM	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_PYRIMIDINE_METABOLISM.html	CTPS,DTYMK,PNP,PRIM1,NT5C3,PRIM2,NT5C2,NUDT2,POLE,POLR2J2,POLR2J3,NME7,NME6,NME4,NME5,NME2,NME3,NME1,NT5C1A,PNPT1,NT5C1B,ZNRD1,CTPS2,RRM2B,CMPK1,TK2,CMPK2,TK1,POLE4,POLE2,UPRT,POLE3,ENTPD8,DHODH,ENTPD5,CDA,ENTPD6,ENTPD3,ENTPD4,ENTPD1,UPB1,AK3,POLD3,POLD4,POLD1,POLD2,DUT,CAD,CANT1,NT5M,NT5E,NT5C,POLR1E,POLR1D,POLR1A,POLR1C,POLR1B,UMPS,RRM2,RRM1,TXNRD2,TXNRD1,POLR2H,POLR2G,POLR2F,POLR2E,POLR2L,POLR2K,POLR2J,POLR2I,POLA1,DCK,UPP1,UPP2,DPYS,POLA2,POLR2D,POLR2C,POLR2B,POLR2A,TYMS,TYMP,UCK1,UCK2,DCTD,POLR3G,POLR3F,POLR3H,POLR3K,POLR3A,POLR3GL,POLR3C,POLR3B,POLR3D,ITPA,NME1-NME2,UCKL1,DPYD
KEGG	ALANINE ASPARTATE AND GLUTAMATE METABOLISM	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM.html	ADSS,ASS1,GLUD2,NIT2,GLUD1,IL4I1,ASNS,CAD,ASL,AGXT,PPAT,GLS2,GOT2,ASPA,GAD2,GOT1,ALDH4A1,GPT2,GAD1,ADSSL1,ALDH5A1,ACY3,CPS1,DDO,GLUL,GLS,GFPT1,GFPT2,ADSL,ABAT,GPT,AGXT2
KEGG	GLYCINE SERINE AND THREONINE METABOLISM	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM.html	AMT,GCAT,PSPH,AGXT,PIPOX,GLDC,ALAS1,ALAS2,SRR,DMGDH,DAO,GNMT,SARDH,CHDH,SHMT1,SHMT2,GATM,MAOA,MAOB,GLYCTK,CTH,SDS,BHMT,DLD,PHGDH,AGXT2,GAMT,AOC2,PSAT1,CBS,AOC3
KEGG	CYSTEINE AND METHIONINE METABOLISM	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_CYSTEINE_AND_METHIONINE_METABOLISM.html	LDHC,LDHB,LDHA,AHCY,SRM,IL4I1,GOT2,GOT1,MAT1A,TRDMT1,DNMT3L,ENOPH1,AMD1,DNMT3B,DNMT3A,MAT2A,LDHAL6B,LDHAL6A,CDO1,TAT,ADI1,CTH,SDS,MTR,BHMT,DNMT1,MTAP,AHCYL1,MAT2B,AHCYL2,APIP,SMS,MPST,CBS
KEGG	VALINE LEUCINE AND ISOLEUCINE DEGRADATION	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION.html	BCAT1,HSD17B10,ACADSB,BCAT2,EHHADH,HMGCS1,IL4I1,ECHS1,ACAT2,ACAT1,HIBADH,ALDH3A2,HADHA,AUH,HADHB,MCCC2,MUT,IVD,MCCC1,OXCT1,MCEE,OXCT2,ACAD8,HADH,HMGCL,BCKDHA,ACAA2,ALDH6A1,ACADM,ACADS,BCKDHB,DBT,ALDH7A1,HMGCS2,ALDH1B1,DLD,AOX1,ALDH2,ABAT,HIBCH,PCCB,PCCA,ALDH9A1,ACAA1
KEGG	VALINE LEUCINE AND ISOLEUCINE BIOSYNTHESIS	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_BIOSYNTHESIS.html	IARS,BCAT1,BCAT2,VARS2,LARS,PDHA2,LARS2,PDHA1,IARS2,VARS,PDHB
KEGG	LYSINE DEGRADATION	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_LYSINE_DEGRADATION.html	EHHADH,SETD1B,SETD1A,OGDHL,AASS,ECHS1,ACAT2,OGDH,ACAT1,PIPOX,HADHA,BBOX1,ALDH3A2,AASDHPPT,PLOD1,PLOD2,PLOD3,SETMAR,HADH,AASDH,AADAT,SETDB1,GCDH,DLST,SETDB2,EHMT1,SUV39H1,WHSC1,EHMT2,SUV39H2,SUV420H2,DOT1L,ALDH7A1,ALDH1B1,WHSC1L1,TMLHE,ASH1L,ALDH2,SETD7,SETD8,SETD2,NSD1,ALDH9A1,SUV420H1
KEGG	ARGININE AND PROLINE METABOLISM	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_ARGININE_AND_PROLINE_METABOLISM.html	SAT1,CKMT1B,SAT2,CKB,GOT2,GOT1,P4HA2,P4HA1,P4HA3,NOS3,DAO,NOS2,GATM,OTC,LAP3,PYCR1,PYCR2,ALDH7A1,GLUL,CKM,ALDH1B1,SMS,OAT,ADC,ALDH9A1,PRODH,PYCRL,ALDH18A1,SRM,ASS1,NAGS,GLUD2,GLUD1,AGMAT,ASL,ALDH3A2,GLS2,ARG1,CKMT2,ARG2,ALDH4A1,AMD1,ODC1,NOS1,ACY1,MAOA,MAOB,CPS1,ABP1,CKMT1A,GLS,ALDH2,PRODH2,GAMT
KEGG	HISTIDINE METABOLISM	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_HISTIDINE_METABOLISM.html	CNDP1,WBSCR22,ALDH3A2,ALDH3A1,ASPA,HNMT,HDC,ALDH1A3,HEMK1,LCMT1,DDC,ACY3,MAOA,LCMT2,METTL6,MAOB,HAL,FTCD,ALDH3B2,METTL2B,ALDH3B1,AMDHD1,ABP1,ALDH7A1,TRMT11,ALDH1B1,ALDH2,UROC1,ALDH9A1
KEGG	TYROSINE METABOLISM	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_TYROSINE_METABOLISM.html	TYRP1,PNMT,TH,ADH5,ADH1C,IL4I1,WBSCR22,ADH6,ADH1B,ADH1A,ADH7,COMT,FAH,MIF,ALDH3A1,DCT,GOT2,TYR,GOT1,ALDH1A3,ADH4,TPO,GSTZ1,HEMK1,HPD,LCMT1,DDC,NAT6,LCMT2,MAOA,METTL6,MAOB,HGD,ALDH3B2,DBH,METTL2B,TAT,ALDH3B1,TRMT11,AOX1,AOC2,AOC3
KEGG	PHENYLALANINE METABOLISM	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_PHENYLALANINE_METABOLISM.html	DDC,NAT6,MAOA,MAOB,IL4I1,ALDH3B2,PAH,TAT,ALDH3B1,MIF,ALDH3A1,GOT2,GOT1,PRDX6,ALDH1A3,AOC2,HPD,AOC3
KEGG	TRYPTOPHAN METABOLISM	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_TRYPTOPHAN_METABOLISM.html	KYNU,CYP1B1,EHHADH,OGDHL,IL4I1,ECHS1,WARS2,KMO,ACAT2,OGDH,ACAT1,ALDH3A2,HADHA,AFMID,WARS,TDO2,HAAO,AANAT,CAT,HADH,AADAT,GCDH,DDC,CYP1A1,MAOA,ASMT,MAOB,ACMSD,IDO2,IDO1,CYP1A2,INMT,ABP1,ALDH7A1,ALDH1B1,AOX1,ALDH2,TPH1,ALDH9A1,TPH2
KEGG	BETA ALANINE METABOLISM	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_BETA_ALANINE_METABOLISM.html	ACADM,CNDP1,SRM,UPB1,EHHADH,DPYS,ECHS1,HADHA,ALDH3A2,ALDH7A1,GAD2,MLYCD,ALDH1B1,ALDH2,ABAT,DPYD,HIBCH,AOC2,SMS,GAD1,ALDH9A1,AOC3
KEGG	TAURINE AND HYPOTAURINE METABOLISM	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_TAURINE_AND_HYPOTAURINE_METABOLISM.html	GGT5,ADO,GGT6,GAD2,BAAT,GGT7,CSAD,GGT1,CDO1,GAD1
KEGG	SELENOAMINO ACID METABOLISM	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_SELENOAMINO_ACID_METABOLISM.html	SEPHS2,SEPHS1,AHCY,WBSCR22,GGT1,SCLY,MAT1A,MARS2,PAPSS1,PAPSS2,MARS,HEMK1,LCMT1,MAT2A,LCMT2,METTL6,METTL2B,GGT5,GGT6,CTH,GGT7,TRMT11,AHCYL1,MAT2B,AHCYL2,CBS
KEGG	GLUTATHIONE METABOLISM	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_GLUTATHIONE_METABOLISM.html	PGD,GGT1,ANPEP,GSTM5,GSTM1,GSS,GPX2,GSTM2,GSR,GPX1,GSTM3,GSTM4,GPX6,OPLAH,GPX5,GPX4,GPX3,GSTZ1,GPX7,GSTT1,GSTT2,LAP3,G6PD,RRM2,RRM1,SMS,GSTP1,GCLC,GGCT,SRM,RRM2B,GCLM,GSTK1,IDH2,IDH1,GSTO2,GSTO1,GSTA1,ODC1,GSTA2,GSTA3,GSTA4,GSTA5,MGST3,TXNDC12,GGT5,GGT6,GGT7,MGST1,MGST2
KEGG	STARCH AND SUCROSE METABOLISM	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_STARCH_AND_SUCROSE_METABOLISM.html	UXS1,TREH,AMY2B,AMY2A,UGT1A1,PGM2L1,PGM2,UGT1A10,UGT2B17,G6PC,MGAM,PGM1,UGT2B11,GAA,UGT2B10,UGT2B15,AMY1C,AMY1B,AMY1A,UGP2,ENPP1,ENPP3,UGDH,HK2,HK1,G6PC2,UGT1A7,UGT1A6,UGT1A9,UGT1A8,UGT1A3,HK3,UGT1A5,UGT1A4,GYS1,GYS2,UGT2A1,UGT2A3,UGT2B28,AGL,GUSB,SI,GBA3,GPI,GBE1,PYGM,GCK,GANC,PYGL,UGT2B4,UGT2B7,PYGB
KEGG	N GLYCAN BIOSYNTHESIS	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_N_GLYCAN_BIOSYNTHESIS.html	RFT1,MGAT5B,TUSC3,GANAB,FUT8,ALG1,ALG2,ALG3,MAN1B1,ALG5,ALG6,ALG8,ALG9,STT3B,STT3A,DAD1,RPN1,RPN2,DDOST,MGAT4B,B4GALT1,MGAT4A,B4GALT3,ST6GAL1,B4GALT2,MAN1A2,DPAGT1,MOGS,MAN1A1,MAN1C1,MGAT1,MAN2A2,MAN2A1,MGAT2,MGAT3,ALG10B,DPM1,DPM2,DPM3,ALG10,ALG11,MGAT5,DOLPP1,ALG12,ALG13,ALG14
KEGG	OTHER GLYCAN DEGRADATION	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_OTHER_GLYCAN_DEGRADATION.html	AGA,HEXA,HEXB,ENGASE,FUCA2,FUCA1,MANBA,GLB1,MAN2C1,MAN2B2,NEU1,NEU3,MAN2B1,NEU2,GBA,NEU4
KEGG	O GLYCAN BIOSYNTHESIS	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_O_GLYCAN_BIOSYNTHESIS.html	GALNT3,GCNT4,GALNT2,GALNT1,GCNT3,GALNT7,GALNT6,GALNT5,GALNT4,ST3GAL1,ST3GAL2,GALNT10,GALNTL5,GALNTL4,GALNTL6,B3GNT6,GALNT11,GCNT1,GALNT12,GALNT13,C1GALT1,B4GALT5,GALNT14,C1GALT1C1,WBSCR17,GALNTL2,GALNTL1,ST6GALNAC1,GALNT8,GALNT9
KEGG	AMINO SUGAR AND NUCLEOTIDE SUGAR METABOLISM	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM.html	CYB5R3,CYB5R1,GNPDA1,CHIA,GNPDA2,GNE,GNPNAT1,HEXA,HEXB,UGDH,HK2,HK1,NAGK,UXS1,CHIT1,GMPPB,GALK2,GALK1,NANS,HK3,GMPPA,GALE,TSTA3,NANP,UAP1,GMDS,CMAS,NPL,GALT,PMM2,PMM1,PGM2,GPI,PGM3,RENBP,AMDHD2,MPI,GCK,GFPT1,PGM1,GFPT2,FUK,FPGT,UGP2
KEGG	GLYCOSAMINOGLYCAN DEGRADATION	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_GLYCOSAMINOGLYCAN_DEGRADATION.html	ARSB,SGSH,HGSNAT,HYAL1,NAGLU,HYAL2,HYAL3,HS3ST3A1,HEXA,GUSB,HEXB,HYAL4,GLB1,GNS,IDS,HPSE2,HPSE,GALNS,SPAM1,HS3ST3B1,IDUA
KEGG	GLYCOSAMINOGLYCAN BIOSYNTHESIS CHONDROITIN SULFATE	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE.html	B3GALT6,UST,CHST3,CHPF2,DSE,CSGALNACT1,B3GAT2,B3GAT1,B3GAT3,CHST7,CHSY3,XYLT2,CHPF,XYLT1,CHST12,CSGALNACT2,CHST11,CHST14,CHST13,CHSY1,CHST15,B4GALT7
KEGG	GLYCOSAMINOGLYCAN BIOSYNTHESIS KERATAN SULFATE	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE.html	B4GALT1,B4GALT3,B4GALT2,FUT8,CHST2,CHST4,CHST1,ST3GAL1,ST3GAL3,ST3GAL2,CHST6,B3GNT7,B3GNT1,B3GNT2,B4GALT4
KEGG	GLYCOSAMINOGLYCAN BIOSYNTHESIS HEPARAN SULFATE	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE.html	EXTL3,NDST3,HS3ST5,NDST4,NDST1,B3GALT6,NDST2,HS3ST2,HS3ST1,EXTL1,EXTL2,HS2ST1,XYLT2,XYLT1,HS6ST3,HS6ST2,HS6ST1,B4GALT7,HS3ST3A1,GLCE,B3GAT2,B3GAT1,B3GAT3,EXT1,EXT2,HS3ST3B1
KEGG	GLYCEROLIPID METABOLISM	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_GLYCEROLIPID_METABOLISM.html	PNLIP,DAK,GPAT2,AGPAT6,AGPAT9,MGLL,AGPAT4,AGPAT3,AGPAT2,AGPAT1,PPAP2C,PNPLA3,ALDH7A1,DGAT1,DGAT2,ALDH1B1,LCLAT1,GPAM,ALDH9A1,GK2,ALDH3A2,DGKA,DGKB,DGKE,AKR1A1,DGKD,DGKG,PPAP2A,AGK,PPAP2B,LPL,PNLIPRP1,PNLIPRP2,DGKQ,DGKH,DGKI,GLYCTK,AWAT2,CEL,GLA,AKR1B1,LIPG,MBOAT1,ALDH2,MBOAT2,DGKZ,GK,LIPC,LIPF
KEGG	INOSITOL PHOSPHATE METABOLISM	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_INOSITOL_PHOSPHATE_METABOLISM.html	PLCZ1,IMPA2,CDIPT,IMPA1,SYNJ1,PIP5K1B,PIP5K1C,ITPKB,PIP5K1A,ITPKA,PTEN,PLCB3,PLCB4,MIOX,PIK3C3,SYNJ2,PIK3CA,PLCB1,ITPK1,PLCB2,IPMK,PIK3CG,ALDH6A1,MINPP1,PIK3C2G,INPPL1,PIK3C2A,PIK3CB,PIK3C2B,PIK3CD,PI4KA,PI4KB,PLCE1,INPP4B,INPP4A,INPP1,OCRL,ISYNA1,TPI1,INPP5K,INPP5J,PIKFYVE,PLCD3,PLCD4,INPP5E,PLCD1,INPP5B,INPP5A,PLCG1,PLCG2,PIP4K2A,IPPK,PIP4K2C,PIP4K2B
KEGG	GLYCOSYLPHOSPHATIDYLINOSITOL GPI ANCHOR BIOSYNTHESIS	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS.html	GPAA1,GPLD1,PIGK,PIGL,PIGM,PIGF,PIGG,PIGH,PIGB,PIGC,PIGA,PIGZ,PIGY,PIGX,PIGW,PGAP1,PIGV,PIGU,PIGT,PIGS,PIGQ,PIGP,PIGO,PIGN,DPM2
KEGG	GLYCEROPHOSPHOLIPID METABOLISM	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_GLYCEROPHOSPHOLIPID_METABOLISM.html	CDIPT,GPAT2,CDS2,AGPAT6,LCAT,AGPAT9,PLA2G1B,GNPAT,PHOSPHO1,PTDSS1,PCYT2,AGPAT4,AGPAT3,AGPAT2,CHAT,AGPAT1,PTDSS2,PLD2,CRLS1,PLD1,LPGAT1,PPAP2C,TAZ,LYPLA2,PISD,LYPLA1,LPCAT2,CDS1,CHPT1,LPCAT3,LPCAT4,PLA2G2A,LCLAT1,PLA2G6,PLA2G2C,PLA2G2E,PLA2G3,PLA2G2D,GPAM,PLA2G5,PLA2G2F,CHKA,ACHE,PGS1,CHKB,GPD1L,DGKA,JMJD7-PLA2G4B,DGKB,DGKE,LPCAT1,DGKD,PLA2G12A,DGKG,PLA2G12B,PEMT,ETNK1,PCYT1A,ETNK2,PCYT1B,PPAP2A,PPAP2B,GPD2,GPD1,C17ORF48,PLA2G15,DGKQ,PLA2G10,DGKH,DGKI,PLA2G4A,MBOAT7,MBOAT1,DGKZ,MBOAT2,PLA2G4B,PLA2G4E
KEGG	ETHER LIPID METABOLISM	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_ETHER_LIPID_METABOLISM.html	ENPP6,ENPP2,PAFAH2,JMJD7-PLA2G4B,AGPS,LPCAT1,PLA2G12A,PLA2G12B,PLA2G1B,PAFAH1B3,PAFAH1B1,PAFAH1B2,PPAP2A,PPAP2B,PLD2,PLD1,PLA2G10,PPAP2C,LPCAT2,CHPT1,LPCAT4,PLA2G4A,PLA2G2A,PLA2G7,PLA2G6,PLA2G2C,PLA2G3,PLA2G2E,PLA2G2D,PLA2G4B,PLA2G4E,PLA2G5,PLA2G2F
